Symbol,Year,Month,Open,High,Low,Close,Volume
EXITO.CL,2021,11,3900.0,3923.333251953125,3683.333251953125,3806.666748046875,606150
EXITO.CL,2021,12,3833.333251953125,3866.666748046875,3716.666748046875,3830.0,752163
EXITO.CL,2022,1,3830.0,3983.333251953125,3733.333251953125,3983.333251953125,431799
EXITO.CL,2022,2,3933.333251953125,5096.66650390625,3730.0,5033.33349609375,1460979
EXITO.CL,2022,3,5083.33349609375,6063.33349609375,5000.0,5650.0,3755020965
EXITO.CL,2022,4,5640.0,5640.0,5333.33349609375,5433.33349609375,701196
EXITO.CL,2022,5,5466.66650390625,6263.33349609375,3393.333251953125,4290.0,9565965
EXITO.CL,2022,6,4290.0,4413.33349609375,3570.0,3693.333251953125,45839163
EXITO.CL,2022,7,3693.333251953125,3713.333251953125,3263.333251953125,3400.0,521997
EXITO.CL,2022,8,3400.0,3833.333251953125,3266.666748046875,3600.0,1481721
EXITO.CL,2022,9,3600.0,3830.0,3400.0,3400.0,8432982
EXITO.CL,2022,10,3566.666748046875,3726.666748046875,3400.0,3666.666748046875,487923
EXITO.CL,2022,11,3666.666748046875,3774.0,3500.0,3620.0,97611530
EXITO.CL,2022,12,3534.56005859375,3606.60009765625,3350.0,3400.0,231782
EXITO.CL,2023,1,3420.3701171875,3890.0,3420.3701171875,3800.0,1020419
EXITO.CL,2023,2,3849.0,4189.0,3626.0,4070.0,3509246
EXITO.CL,2023,3,4070.0,4138.0,3760.0,4100.0,133202
EXITO.CL,2023,4,3866.780029296875,4118.0,3780.0,4007.8701171875,376497
EXITO.CL,2023,5,4007.8701171875,4184.0,3816.0,3915.0,257393
EXITO.CL,2023,6,3999.989990234375,4202.5498046875,3843.590087890625,4196.0,336237
EXITO.CL,2023,7,4196.0,4550.0,4000.0,4539.0,257455
EXITO.CL,2023,8,4351.0,4520.0,2850.0,3030.0,137945387
EXITO.CL,2023,9,2994.0,2994.0,2570.0,2830.0,14962246
EXITO.CL,2023,10,2850.0,3626.0,2650.0,3580.0,13446969
EXITO.CL,2023,11,3562.0,3588.0,3490.0,3518.0,2266110
EXITO.CL,2023,12,3518.0,3555.0,3475.0,3510.0,4194045
EXITO.CL,2024,1,3510.0,3550.0,3040.0,3050.0,10410450
EXITO.CL,2024,2,3000.0,3000.0,2300.0,2500.0,3850397
EXITO.CL,2024,3,2490.0,2500.0,2260.0,2410.0,2659422
EXITO.CL,2024,4,2480.0,2560.0,2270.0,2290.0,3886137
EXITO.CL,2024,5,2290.0,2460.0,2195.0,2270.0,4155220
EXITO.CL,2024,6,2270.0,2270.0,2165.0,2195.0,1327990
GRUPOARGOS.CL,2020,1,17800.0,18980.0,17040.0,17480.0,3580944
GRUPOARGOS.CL,2020,2,17540.0,18300.0,14600.0,15000.0,5552122
GRUPOARGOS.CL,2020,3,15380.0,16700.0,7000.0,12320.0,7814445
GRUPOARGOS.CL,2020,4,10700.0,13160.0,8600.0,9220.0,7167695
GRUPOARGOS.CL,2020,5,9220.0,9400.0,7540.0,8700.0,32673135
GRUPOARGOS.CL,2020,6,9000.0,10860.0,8700.0,9900.0,17914635
GRUPOARGOS.CL,2020,7,9750.0,11300.0,9700.0,10200.0,6523420
GRUPOARGOS.CL,2020,8,10360.0,12480.0,10200.0,11920.0,3993273
GRUPOARGOS.CL,2020,9,12400.0,12800.0,11000.0,11600.0,7571202
GRUPOARGOS.CL,2020,10,11700.0,11820.0,9505.0,10620.0,3615473
GRUPOARGOS.CL,2020,11,10620.0,12320.0,10600.0,12000.0,4106274
GRUPOARGOS.CL,2020,12,12420.0,14500.0,12080.0,13900.0,4901334
GRUPOARGOS.CL,2021,1,13900.0,14250.0,13270.0,13300.0,2775804
GRUPOARGOS.CL,2021,2,13300.0,13670.0,12500.0,13300.0,2933352
GRUPOARGOS.CL,2021,3,13060.0,13130.0,11310.0,11780.0,4075193
GRUPOARGOS.CL,2021,4,11780.0,12190.0,10500.0,10590.0,3137376
GRUPOARGOS.CL,2021,5,9930.0,11800.0,9000.0,10100.0,4751851
GRUPOARGOS.CL,2021,6,10220.0,10830.0,10000.0,10000.0,2652158
GRUPOARGOS.CL,2021,7,10100.0,10700.0,9800.0,10090.0,1910348
GRUPOARGOS.CL,2021,8,9905.0,11340.0,9710.0,10940.0,3184624
GRUPOARGOS.CL,2021,9,11100.0,11360.0,10500.0,11160.0,5473452
GRUPOARGOS.CL,2021,10,11340.0,12280.0,11160.0,11800.0,7496926
GRUPOARGOS.CL,2021,11,11800.0,12600.0,11020.0,12600.0,5153092
GRUPOARGOS.CL,2021,12,15100.0,16600.0,12700.0,13550.0,7950052
GRUPOARGOS.CL,2022,1,13500.0,16480.0,12350.0,16140.0,5615363
GRUPOARGOS.CL,2022,2,15510.0,16450.0,12750.0,12900.0,10425096
GRUPOARGOS.CL,2022,3,13350.0,14600.0,12910.0,13880.0,3122284010
GRUPOARGOS.CL,2022,4,13980.0,14700.0,13830.0,14460.0,6924974
GRUPOARGOS.CL,2022,5,14390.0,14600.0,13120.0,13540.0,6394064
GRUPOARGOS.CL,2022,6,13540.0,16850.0,13540.0,15060.0,3387104
GRUPOARGOS.CL,2022,7,15600.0,15770.0,11550.0,12100.0,3664362
GRUPOARGOS.CL,2022,8,11790.0,12160.0,9505.0,9750.0,2857264
GRUPOARGOS.CL,2022,9,9790.0,11500.0,9300.0,9810.0,3432395
GRUPOARGOS.CL,2022,10,10200.0,11000.0,9605.0,10250.0,1405166
GRUPOARGOS.CL,2022,11,10360.0,10900.0,9700.0,9900.0,809781136
GRUPOARGOS.CL,2022,12,9970.0,10000.0,8910.0,9490.0,1926021
GRUPOARGOS.CL,2023,1,9472.7099609375,10050.0,9005.0,9365.0,1718923
GRUPOARGOS.CL,2023,2,9365.0,9980.0,7590.0,9700.0,3582704
GRUPOARGOS.CL,2023,3,9690.0,9995.0,8400.0,9090.0,3907613
GRUPOARGOS.CL,2023,4,9300.0,9940.0,8325.0,8850.0,1460485
GRUPOARGOS.CL,2023,5,8850.0,9550.0,8430.0,9350.0,1656429
GRUPOARGOS.CL,2023,6,9350.0,10600.0,8835.0,9650.0,2517813
GRUPOARGOS.CL,2023,7,9650.0,9895.0,9300.0,9600.0,2258258
GRUPOARGOS.CL,2023,8,9695.0,9785.0,8060.0,8060.0,980224030
GRUPOARGOS.CL,2023,9,8100.0,9650.0,7645.0,9350.0,12174236
GRUPOARGOS.CL,2023,10,9170.0,9350.0,8715.0,8920.0,3341731
GRUPOARGOS.CL,2023,11,8900.0,10680.0,8510.0,10400.0,6329037
GRUPOARGOS.CL,2023,12,10340.0,12680.0,10180.0,12420.0,4977501
GRUPOARGOS.CL,2024,1,12420.0,14360.0,12420.0,13720.0,3732191
GRUPOARGOS.CL,2024,2,13700.0,13960.0,12200.0,13700.0,2956763
GRUPOARGOS.CL,2024,3,13620.0,15800.0,13500.0,15380.0,7724627
GRUPOARGOS.CL,2024,4,15480.0,16700.0,15100.0,16120.0,13614358
GRUPOARGOS.CL,2024,5,16120.0,16640.0,14200.0,16420.0,5385936
GRUPOARGOS.CL,2024,6,16420.0,16920.0,15380.0,16880.0,3979658
GRUPOAVAL.CL,2020,1,1465.0,1500.0,1410.0,1420.0,1974701
GRUPOAVAL.CL,2020,2,1425.0,1500.0,1425.0,1425.0,2338792
GRUPOAVAL.CL,2020,3,1405.0,1440.0,1000.0,1100.0,677637
GRUPOAVAL.CL,2020,4,1100.0,1115.0,1095.0,1110.0,377663
GRUPOAVAL.CL,2020,5,1110.0,1110.0,1110.0,1110.0,11314
GRUPOAVAL.CL,2020,6,1000.0,1000.0,925.0,935.0,551741
GRUPOAVAL.CL,2020,7,935.0,935.0,890.0,900.0,1298983
GRUPOAVAL.CL,2020,8,900.0,955.0,888.0,930.0,319579
GRUPOAVAL.CL,2020,9,918.0,962.0,890.0,891.0,603357
GRUPOAVAL.CL,2020,10,887.0,900.0,863.0,865.0,2024239
GRUPOAVAL.CL,2020,11,865.0,1010.0,865.0,1010.0,5093058
GRUPOAVAL.CL,2020,12,1040.0,1300.0,1014.0,1155.0,1103426
GRUPOAVAL.CL,2021,1,1155.0,1250.0,1113.0,1131.0,1828340
GRUPOAVAL.CL,2021,2,1131.0,1193.0,1128.0,1175.0,514130
GRUPOAVAL.CL,2021,3,1175.0,1188.0,1127.0,1188.0,1686658
GRUPOAVAL.CL,2021,4,1188.0,1188.0,1129.0,1160.0,506181
GRUPOAVAL.CL,2021,5,1160.0,1160.0,945.0,1040.0,1246953
GRUPOAVAL.CL,2021,6,1070.0,1139.0,1030.0,1139.0,597898
GRUPOAVAL.CL,2021,7,1139.0,1139.0,1020.0,1020.0,6877846
GRUPOAVAL.CL,2021,8,1020.0,1114.0,1010.0,1096.0,1235084
GRUPOAVAL.CL,2021,9,1108.0,1110.0,1010.0,1090.0,422656
GRUPOAVAL.CL,2021,10,1110.0,1146.0,1100.0,1136.0,1139145
GRUPOAVAL.CL,2021,11,1136.0,1138.0,990.0,1120.0,1080216
GRUPOAVAL.CL,2021,12,1055.0,1091.0,1020.0,1054.0,1114823
GRUPOAVAL.CL,2022,1,1030.0,1180.0,1030.0,1124.0,1446358
GRUPOAVAL.CL,2022,2,1145.0,1145.0,1050.0,1065.0,1118179
GRUPOAVAL.CL,2022,3,1052.0,1090.0,964.7999877929688,964.7999877929688,19344781
GRUPOAVAL.CL,2022,4,964.7999877929688,964.7999877929688,805.0,840.0,1116017
GRUPOAVAL.CL,2022,5,831.0,843.0999755859375,770.0999755859375,833.0,1911508
GRUPOAVAL.CL,2022,6,834.0,898.0,751.2999877929688,757.0,2246389
GRUPOAVAL.CL,2022,7,757.0,771.2000122070312,712.9000244140625,750.2000122070312,2536783
GRUPOAVAL.CL,2022,8,760.0,760.0,670.0,690.7000122070312,1047004
GRUPOAVAL.CL,2022,9,690.7000122070312,690.7000122070312,635.0,659.0,449871
GRUPOAVAL.CL,2022,10,659.0,659.0,560.0,580.0,918981
GRUPOAVAL.CL,2022,11,589.9000244140625,589.9000244140625,473.1000061035156,581.510009765625,118151445
GRUPOAVAL.CL,2022,12,540.0999755859375,547.77001953125,506.04998779296875,547.77001953125,711047
GRUPOAVAL.CL,2023,1,535.9400024414062,569.9000244140625,535.0,560.7999877929688,701477
GRUPOAVAL.CL,2023,2,554.9000244140625,563.0,483.0,554.8099975585938,909589
GRUPOAVAL.CL,2023,3,513.239990234375,558.5,476.6499938964844,555.0,780361
GRUPOAVAL.CL,2023,4,510.9700012207031,569.9000244140625,510.9700012207031,560.0,1669382
GRUPOAVAL.CL,2023,5,560.0,560.0,456.3999938964844,458.1000061035156,738962
GRUPOAVAL.CL,2023,6,468.3299865722656,521.239990234375,441.0,476.8999938964844,1100275
GRUPOAVAL.CL,2023,7,476.8999938964844,496.4599914550781,458.19000244140625,476.8999938964844,333959
GRUPOAVAL.CL,2023,8,499.8999938964844,529.7000122070312,437.3500061035156,472.0,5493134
GRUPOAVAL.CL,2023,9,479.94000244140625,491.8599853515625,425.1000061035156,478.5199890136719,505213
GRUPOAVAL.CL,2023,10,490.1199951171875,500.0,461.6000061035156,464.5,855264
GRUPOAVAL.CL,2023,11,498.70001220703125,499.0,443.0,458.0,540248
GRUPOAVAL.CL,2023,12,458.0,500.0,421.0,468.0,878482
GRUPOAVAL.CL,2024,1,468.0,534.0,468.0,506.0,875162
GRUPOAVAL.CL,2024,2,506.0,506.0,471.0,471.0,633152
GRUPOAVAL.CL,2024,3,471.0,471.0,423.0,430.0,967159
GRUPOAVAL.CL,2024,4,430.0,470.0,430.0,463.0,1725343
GRUPOAVAL.CL,2024,5,463.0,471.0,451.0,451.0,1263842
GRUPOAVAL.CL,2024,6,451.0,458.0,431.0,431.0,351162
GRUPOSURA.CL,2020,1,34000.0,34340.0,32000.0,32000.0,2721356
GRUPOSURA.CL,2020,2,32200.0,33720.0,28920.0,30500.0,4954184
GRUPOSURA.CL,2020,3,29500.0,31800.0,14900.0,20020.0,6310028
GRUPOSURA.CL,2020,4,18500.0,25200.0,18500.0,21520.0,5195318
GRUPOSURA.CL,2020,5,21520.0,21520.0,17600.0,18200.0,5103477
GRUPOSURA.CL,2020,6,19120.0,22000.0,18360.0,18640.0,7159825
GRUPOSURA.CL,2020,7,18440.0,20840.0,18440.0,19400.0,4677085
GRUPOSURA.CL,2020,8,19200.0,22240.0,18780.0,21000.0,4237949
GRUPOSURA.CL,2020,9,22560.0,23980.0,20400.0,20620.0,6234487
GRUPOSURA.CL,2020,10,20620.0,21420.0,19500.0,20100.0,2926083
GRUPOSURA.CL,2020,11,20100.0,22600.0,19900.0,21400.0,4758258
GRUPOSURA.CL,2020,12,21990.0,26470.0,21550.0,25280.0,8391426
GRUPOSURA.CL,2021,1,25280.0,25350.0,22700.0,22700.0,5754454
GRUPOSURA.CL,2021,2,22700.0,23800.0,21800.0,23670.0,4993801
GRUPOSURA.CL,2021,3,23060.0,23660.0,21310.0,21700.0,5790239
GRUPOSURA.CL,2021,4,21700.0,21980.0,19160.0,19160.0,4554670
GRUPOSURA.CL,2021,5,18040.0,21280.0,17610.0,20020.0,4453153
GRUPOSURA.CL,2021,6,20300.0,20730.0,18500.0,18500.0,4768197
GRUPOSURA.CL,2021,7,18300.0,19930.0,17300.0,17300.0,4026423
GRUPOSURA.CL,2021,8,17770.0,19800.0,16900.0,19200.0,5040367
GRUPOSURA.CL,2021,9,19780.0,21630.0,19290.0,21400.0,5704060
GRUPOSURA.CL,2021,10,21700.0,22700.0,21250.0,21950.0,4123674
GRUPOSURA.CL,2021,11,21950.0,25190.0,20900.0,25150.0,11799428
GRUPOSURA.CL,2021,12,25150.0,30000.0,24300.0,30000.0,7641595
GRUPOSURA.CL,2022,1,29900.0,31000.0,27030.0,27250.0,125638430
GRUPOSURA.CL,2022,2,36420.0,37590.0,31950.0,31950.0,10653056
GRUPOSURA.CL,2022,3,31950.0,35900.0,31950.0,35620.0,30175873
GRUPOSURA.CL,2022,4,36300.0,41000.0,35350.0,41000.0,5261062
GRUPOSURA.CL,2022,5,41000.0,48000.0,36420.0,44550.0,16833161
GRUPOSURA.CL,2022,6,41100.0,58300.0,33400.0,39400.0,3488128
GRUPOSURA.CL,2022,7,41180.0,42500.0,38500.0,40000.0,540301
GRUPOSURA.CL,2022,8,40000.0,41590.0,37000.0,37000.0,337037
GRUPOSURA.CL,2022,9,37000.0,43000.0,32500.0,37500.0,1503425
GRUPOSURA.CL,2022,10,37600.0,42000.0,34000.0,39810.0,393852
GRUPOSURA.CL,2022,11,40000.0,42460.0,37520.0,38050.0,436404268
GRUPOSURA.CL,2022,12,36010.0,42800.0,36010.0,42000.0,380266
GRUPOSURA.CL,2023,1,42600.0,42800.0,38900.0,40900.0,194874
GRUPOSURA.CL,2023,2,41000.0,41000.0,36010.0,36600.0,235843
GRUPOSURA.CL,2023,3,35990.0,41000.0,31580.0,40450.0,5785096
GRUPOSURA.CL,2023,4,40450.0,44000.0,37310.0,42090.0,5943650
GRUPOSURA.CL,2023,5,42090.0,45900.0,40100.0,40100.0,414142
GRUPOSURA.CL,2023,6,40100.0,44110.0,34454.8203125,36000.0,202868
GRUPOSURA.CL,2023,7,36000.0,40000.0,34760.0,36170.0,174620
GRUPOSURA.CL,2023,8,37770.0,37770.0,31000.0,31000.0,124959523
GRUPOSURA.CL,2023,9,31000.0,32000.0,28070.0,31990.0,1181174
GRUPOSURA.CL,2023,10,31260.0,33000.0,29440.0,32300.0,252838
GRUPOSURA.CL,2023,11,32670.0,33000.0,27560.0,30000.0,220081
GRUPOSURA.CL,2023,12,30980.0,30980.0,27940.0,29000.0,190966
GRUPOSURA.CL,2024,1,29000.0,34000.0,29000.0,32500.0,426528
GRUPOSURA.CL,2024,2,32480.0,33880.0,28960.0,28960.0,258502
GRUPOSURA.CL,2024,3,29480.0,31460.0,28540.0,30480.0,1631433
GRUPOSURA.CL,2024,4,30500.0,40000.0,30000.0,39800.0,559998
GRUPOSURA.CL,2024,5,39800.0,42000.0,29320.0,33000.0,682849
GRUPOSURA.CL,2024,6,33000.0,36300.0,33040.0,34400.0,285055
ISA.CL,2020,1,19600.0,20480.0,18800.0,18800.0,5386254
ISA.CL,2020,2,19160.0,19500.0,18220.0,18600.0,8833982
ISA.CL,2020,3,18320.0,18960.0,11000.0,15480.0,16940282
ISA.CL,2020,4,14800.0,18960.0,14500.0,18200.0,7575125
ISA.CL,2020,5,18200.0,19620.0,17600.0,19600.0,7564815
ISA.CL,2020,6,19040.0,19680.0,18200.0,18800.0,8135285
ISA.CL,2020,7,18560.0,20100.0,18460.0,19200.0,10462335
ISA.CL,2020,8,18980.0,22400.0,18900.0,20940.0,5009518
ISA.CL,2020,9,22300.0,22480.0,19920.0,20380.0,8662002
ISA.CL,2020,10,20280.0,21790.0,19900.0,20860.0,4385340
ISA.CL,2020,11,20860.0,23300.0,20600.0,22700.0,4723836
ISA.CL,2020,12,23000.0,25870.0,22500.0,25700.0,7285341
ISA.CL,2021,1,25700.0,29250.0,23020.0,23060.0,8369183
ISA.CL,2021,2,23060.0,24460.0,22600.0,23800.0,6074075
ISA.CL,2021,3,23630.0,24220.0,21680.0,22500.0,7697613
ISA.CL,2021,4,22500.0,23340.0,21060.0,21380.0,6264730
ISA.CL,2021,5,20500.0,22340.0,19500.0,20020.0,11027349
ISA.CL,2021,6,20510.0,23700.0,19910.0,22150.0,6258983
ISA.CL,2021,7,22620.0,24100.0,21520.0,21820.0,3982535
ISA.CL,2021,8,21980.0,23740.0,21200.0,22700.0,6627915
ISA.CL,2021,9,22530.0,22990.0,22000.0,22700.0,9084954
ISA.CL,2021,10,22790.0,23230.0,22300.0,22610.0,5570504
ISA.CL,2021,11,22610.0,22960.0,20100.0,22300.0,8366685
ISA.CL,2021,12,22180.0,22800.0,20470.0,22400.0,5913952
ISA.CL,2022,1,22490.0,25000.0,21700.0,23600.0,4323213
ISA.CL,2022,2,22920.0,24400.0,21400.0,24300.0,11356452
ISA.CL,2022,3,23980.0,24640.0,22630.0,24300.0,4047677581
ISA.CL,2022,4,24900.0,25000.0,22000.0,22000.0,6182264
ISA.CL,2022,5,22400.0,23950.0,18270.0,23780.0,11131037
ISA.CL,2022,6,23800.0,23950.0,19770.0,20500.0,7642021
ISA.CL,2022,7,20770.0,22260.0,19600.0,20600.0,3799155
ISA.CL,2022,8,20500.0,21430.0,19170.0,19170.0,5633828
ISA.CL,2022,9,18540.0,19960.0,13560.0,16500.0,5044083
ISA.CL,2022,10,16190.0,19550.0,15900.0,19270.0,4192930
ISA.CL,2022,11,18990.0,19500.0,16560.0,19500.0,3998787829
ISA.CL,2022,12,19450.0,21000.0,17780.0,21000.0,6207067
ISA.CL,2023,1,20430.0,23000.0,18580.0,19040.0,5232398
ISA.CL,2023,2,19030.0,19330.0,17210.0,17210.0,5101017
ISA.CL,2023,3,17210.0,18900.0,14310.0,15150.0,6927927
ISA.CL,2023,4,15200.0,18200.0,15100.0,18200.0,3558345
ISA.CL,2023,5,18200.0,18390.0,15600.0,17600.0,6517301
ISA.CL,2023,6,17160.0,18700.0,16550.0,16890.0,4617132
ISA.CL,2023,7,16890.0,17510.0,16240.0,17070.0,4454771
ISA.CL,2023,8,17290.0,17290.0,14980.0,14980.0,692115267
ISA.CL,2023,9,15690.0,15700.0,13800.0,14920.0,9149455
ISA.CL,2023,10,14950.0,15000.0,13820.0,14500.0,3490114
ISA.CL,2023,11,14500.0,15940.0,14400.0,15160.0,6510293
ISA.CL,2023,12,15340.0,15800.0,14840.0,15480.0,6070499
ISA.CL,2024,1,15480.0,18140.0,15420.0,16860.0,6400618
ISA.CL,2024,2,16980.0,17440.0,16000.0,16720.0,5988942
ISA.CL,2024,3,16720.0,20340.0,16600.0,19780.0,9330486
ISA.CL,2024,4,19720.0,20140.0,17700.0,18100.0,12372937
ISA.CL,2024,5,18100.0,19180.0,16600.0,19140.0,11181433
ISA.CL,2024,6,19140.0,19320.0,17500.0,18200.0,5305018
MINEROS.CL,2020,1,3250.0,3290.0,3060.0,3060.0,1047773
MINEROS.CL,2020,2,3090.0,3510.0,3035.0,3445.0,2263997
MINEROS.CL,2020,3,3400.0,3460.0,2170.0,2700.0,3133499
MINEROS.CL,2020,4,2645.0,3080.0,2520.0,3070.0,2284440
MINEROS.CL,2020,5,3070.0,3465.0,3070.0,3360.0,1377843
MINEROS.CL,2020,6,3400.0,3450.0,3070.0,3295.0,961932
MINEROS.CL,2020,7,3300.0,4080.0,3295.0,3800.0,3019527
MINEROS.CL,2020,8,3855.0,4085.0,3785.0,3850.0,3426076
MINEROS.CL,2020,9,3850.0,3940.0,3580.0,3600.0,1840801
MINEROS.CL,2020,10,3570.0,3715.0,3550.0,3600.0,2258635
MINEROS.CL,2020,11,3600.0,3945.0,3600.0,3700.0,3004613
MINEROS.CL,2020,12,3810.0,4240.0,3720.0,4167.0,2685856
MINEROS.CL,2021,1,4167.0,4485.0,4085.0,4299.0,3749661
MINEROS.CL,2021,2,4299.0,4299.0,4000.0,4070.0,2237417
MINEROS.CL,2021,3,4115.0,4430.0,4070.0,4430.0,2272205
MINEROS.CL,2021,4,4430.0,4434.0,4120.0,4130.0,3927672
MINEROS.CL,2021,5,4150.0,4324.0,3836.0,4086.0,3480244
MINEROS.CL,2021,6,4084.0,4154.0,3900.0,4029.0,2378061
MINEROS.CL,2021,7,4024.0,4050.0,3695.0,3695.0,1167354
MINEROS.CL,2021,8,3704.0,3860.0,3615.0,3745.0,1921890
MINEROS.CL,2021,9,3730.0,3800.0,3580.0,3770.0,1784207
MINEROS.CL,2021,10,3839.0,4071.0,3805.0,4025.0,1671848
MINEROS.CL,2021,11,4025.0,4085.0,3500.0,3690.0,5159877
MINEROS.CL,2021,12,3670.0,3700.0,3525.0,3635.0,1566839
MINEROS.CL,2022,1,3660.0,3860.0,3551.0,3750.0,1490281
MINEROS.CL,2022,2,3725.0,3780.0,3460.0,3620.0,5230440
MINEROS.CL,2022,3,3580.0,3658.0,3355.0,3442.0,569609149
MINEROS.CL,2022,4,3442.0,3442.0,3210.0,3215.0,2180553
MINEROS.CL,2022,5,3120.0,3250.0,2640.0,2903.0,3492465
MINEROS.CL,2022,6,2938.0,3149.0,2360.0,2360.0,4628782
MINEROS.CL,2022,7,2310.0,2480.0,1998.0,2200.0,2403479
MINEROS.CL,2022,8,2155.0,2190.0,1813.0,2080.0,2588517
MINEROS.CL,2022,9,1948.0,1970.0,1785.0,1795.0,998636
MINEROS.CL,2022,10,1775.0,1825.0,1660.0,1680.0,1067084
MINEROS.CL,2022,11,1670.0,1887.0,1640.0,1710.0,27574179
MINEROS.CL,2022,12,1760.0,1850.0,1700.0,1850.0,910936
MINEROS.CL,2023,1,1800.0,2350.0,1800.0,2290.0,984656
MINEROS.CL,2023,2,2270.0,2300.0,1811.0,1852.0,1171428
MINEROS.CL,2023,3,1852.0,2300.0,1852.0,2176.4599609375,802383
MINEROS.CL,2023,4,2100.0,2220.0,1950.0,2000.0,957424
MINEROS.CL,2023,5,2000.0,2240.0,1900.0,1950.0,1598799
MINEROS.CL,2023,6,1953.0,2030.0,1820.0,1850.0,2444878
MINEROS.CL,2023,7,1850.0,1920.0,1800.0,1898.0,1784220
MINEROS.CL,2023,8,1886.0,1990.0,1800.0,1871.0,59405365
MINEROS.CL,2023,9,1813.489990234375,1899.0,1648.0,1799.0,760295
MINEROS.CL,2023,10,1796.530029296875,1932.0,1705.0,1748.0,2464499
MINEROS.CL,2023,11,1715.0,1780.0,1640.0,1675.0,1847333
MINEROS.CL,2023,12,1700.0,1835.0,1640.0,1835.0,2826361
MINEROS.CL,2024,1,1835.0,2045.0,1820.0,1920.0,1925774
MINEROS.CL,2024,2,1905.0,2540.0,1850.0,2300.0,11080244
MINEROS.CL,2024,3,2300.0,3190.0,2300.0,3100.0,4597685
MINEROS.CL,2024,4,3130.0,3360.0,3030.0,3050.0,4573310
MINEROS.CL,2024,5,3050.0,3300.0,2530.0,3160.0,4314495
MINEROS.CL,2024,6,3160.0,3400.0,3160.0,3215.0,4174469
PFAVAL.CL,2020,1,1460.0,1480.0,1415.0,1450.0,100495225
PFAVAL.CL,2020,2,1445.0,1515.0,1405.0,1450.0,131116168
PFAVAL.CL,2020,3,1405.0,1455.0,700.0,897.0,244360452
PFAVAL.CL,2020,4,886.0,990.0,810.0,845.0,146326074
PFAVAL.CL,2020,5,845.0,845.0,742.0,841.0,735402348
PFAVAL.CL,2020,6,854.0,940.0,812.0,830.0,241555457
PFAVAL.CL,2020,7,824.0,895.0,822.0,870.0,154598002
PFAVAL.CL,2020,8,862.0,938.0,848.0,935.0,112916456
PFAVAL.CL,2020,9,950.0,970.0,897.0,898.0,194664716
PFAVAL.CL,2020,10,903.0,909.2999877929688,863.2999877929688,890.0,108069783
PFAVAL.CL,2020,11,890.0,1040.0,890.0,1040.0,134186313
PFAVAL.CL,2020,12,1048.0,1210.0,1010.0,1194.0,122987475
PFAVAL.CL,2021,1,1194.0,1210.0,1139.0,1158.0,96081176
PFAVAL.CL,2021,2,1158.0,1209.0,1136.0,1188.0,121497389
PFAVAL.CL,2021,3,1176.0,1186.0,1124.0,1144.0,119693619
PFAVAL.CL,2021,4,1144.0,1178.0,1105.0,1105.0,51116158
PFAVAL.CL,2021,5,1065.0,1120.0,1022.0,1078.0,76461216
PFAVAL.CL,2021,6,1075.0,1119.0,1054.0,1083.0,95473112
PFAVAL.CL,2021,7,1095.0,1118.0,1000.0,1024.0,284978520
PFAVAL.CL,2021,8,1025.0,1142.0,1002.0,1120.0,276171889
PFAVAL.CL,2021,9,1120.0,1141.0,1086.0,1119.0,116726084
PFAVAL.CL,2021,10,1124.0,1157.0,1113.0,1150.0,131608619
PFAVAL.CL,2021,11,1150.0,1150.0,1028.0,1050.0,92293999
PFAVAL.CL,2021,12,1050.0,1107.0,1030.0,1059.0,96230003
PFAVAL.CL,2022,1,1059.0,1145.0,1025.0,1127.0,76831208
PFAVAL.CL,2022,2,1104.0,1126.0,1050.0,1060.0,61652871
PFAVAL.CL,2022,3,1060.0,1092.0,845.0,851.5999755859375,11742924486
PFAVAL.CL,2022,4,854.4000244140625,857.0,805.0,850.0,152627377
PFAVAL.CL,2022,5,830.0,849.9000244140625,780.0,845.0,100537149
PFAVAL.CL,2022,6,844.9000244140625,856.0,746.7999877929688,750.0,73662437
PFAVAL.CL,2022,7,790.0,790.0,715.0,740.0,29472614
PFAVAL.CL,2022,8,733.0,770.0,643.0,665.0,41602861
PFAVAL.CL,2022,9,645.9000244140625,693.0,580.0,580.0,61057074
PFAVAL.CL,2022,10,599.7000122070312,636.2000122070312,500.1000061035156,540.0,36461429
PFAVAL.CL,2022,11,547.0,590.0,517.0,558.0,910358628
PFAVAL.CL,2022,12,553.5,570.0,504.0,570.0,37759004
PFAVAL.CL,2023,1,555.0,595.0,553.0,573.0,60850438
PFAVAL.CL,2023,2,568.9000244140625,580.0,517.5999755859375,540.0,47386480
PFAVAL.CL,2023,3,542.0999755859375,580.0,515.0999755859375,558.9000244140625,83358976
PFAVAL.CL,2023,4,555.0,610.0,550.0999755859375,588.0,38394156
PFAVAL.CL,2023,5,588.0,588.0,480.0,480.0,16626037
PFAVAL.CL,2023,6,490.6000061035156,525.0,475.0,486.0,34462560
PFAVAL.CL,2023,7,486.0,520.0,483.20001220703125,505.5,28740093
PFAVAL.CL,2023,8,511.0,520.0,455.0,510.0,392969891
PFAVAL.CL,2023,9,482.3999938964844,515.0,440.0,514.5,60616042
PFAVAL.CL,2023,10,510.1000061035156,519.9000244140625,460.0,460.0,22113208
PFAVAL.CL,2023,11,463.0,470.8999938964844,430.0,448.0,12467524
PFAVAL.CL,2023,12,448.0,485.0,426.0,485.0,14376497
PFAVAL.CL,2024,1,485.0,528.0,480.0,515.0,50844897
